ID,TokenizedWords,TimeStamp
1601385721621020672,"['ive', 'guys', 'illness', 'severe', 'hard', 'cobratate', 'seeing', 'hey', 'decid', ""b'rt"", 'antivaxxers', 'thinking', 'suffering', 'death', 'long']",2022-12-10 01:18:02
1601385720748601344,"['diz', 'que', 'criadores', 'covid', 'ron', ""b'rt"", 'desantis', 'pelos', 'rida', 'responsabilizar', 'efeitos', 'vacina', 'colaterais', 'governador', 'daacervo']",2022-12-10 01:18:02
1601385721872363520,"['covid', 'mataron', 'nla', 'condenaron', ""b'rt"", 'esguince', 'agarra', 'nisman', 'tuvo', 'prisi', 'pptenel']",2022-12-10 01:18:03
1601385720190750720,"['drjaredwesley', 'illness', 'reduce', 'ajg', 'slow', 'mpt', 'does', 'spread', 'eye', 'nhttps', 'vax', 'martymcf']",2022-12-10 01:18:02
1601385724821254144,"['pour', 'fort', 'bptey', 'mwbl', 'soignantssuspendus', 'covid', 'justicepourlessuspendus', 'campagne', 'dose', 'vaccins', 'macronistan', 'https', 'france', 'ncette', 'tape']",2022-12-10 01:18:03
1601385723852378113,"['lmao', 'points', 'tell', 'overcapacity', 'hospital', 'rnjones', 'ones', 'govkathyhochul', 'doesn', 'icu', 'just', 'make', 'weren', 'ghost', 'ldeezey', 'msm', 'anthonygriz', 'town', 'joshbenn', 'regurgitation', 'local', 'true', 'talking']",2022-12-10 01:18:03
1601385726612234242,"['hay', 'vacunas', 'pba', 'digas', 'pavadas', 'casarosada']",2022-12-10 01:18:04
1601385723419992065,"['overdoses', 'deaths', 'lie', 'oldguynate', 'marijuana', 'lied', 'covid']",2022-12-10 01:18:03
1601385723957239809,"['que', 'prestaciones', 'las', 'pero', 'esos', 'decidir', 'trabajado', 'patriota', 'pendejos', ""b'rt"", 'los', 'esto', 'fedecamaras', 'nacaso', 'hacer', 'van']",2022-12-10 01:18:03
1601385725030981632,"['https', 'yhidknd', 'normal', ""b'so""]",2022-12-10 01:18:03
1601385724896776197,"['vacciner', 'aurait', 'seule', 'antivax', 'fait', 'duquettetheres', ""b'rt"", 'ses', 'enfants', 'lolonthego', 'vaccin', 'refuser', 'jamais']",2022-12-10 01:18:03
1601385725366525952,"['performance', 'resulted', 'covid', 'brain', 'tests', 'xad', 'drclairetaylor', ""b'rt"", 'cognitive', 'xef', 'size', 'infection', 'mild', 'changes']",2022-12-10 01:18:03
1601385726322483200,"['puzz', 'extremely', 'lauramiers', 'rare', ""b'rt"", 'diagnosed', 'permanently', 'amp', 'dying', 'people', 'disabled', 'turn']",2022-12-10 01:18:04
1601385727656267779,"['sys', 'immunologists', 'covid', 'iambrookjackson', 'reactions', 'used', 'enter', 'incidence', ""b'rt"", 'vaccination', 'post', 'local', 'anaphylaxis', 'ediary']",2022-12-10 01:18:04
1601385729208508416,"['ingramethomas', 'moving', 'brought', 'veterinary', 'edge', 'pool', ""b'rt"", 'glas', 'hydrotherapy', 'picture', 'scotland', 'science', 'cutting']",2022-12-10 01:18:04
1601385727572709376,"['tickets', 'comes', 'buy', ""b'rt"", 'tells', 'friend', 'win', 'lottery', 'ethicalskeptic']",2022-12-10 01:18:04
1601385728545783809,"['courant', 'parl', 'fait', 'chelou', 'gerard', 'soir', 'est', 'des', 'trucs', 'justement']",2022-12-10 01:18:04
1601385729019740163,"[""b'rt"", 'ball', 'python', 'https', 'grwbg', 'cinnamon', 'bun', 'snakehour', 'nqv']",2022-12-10 01:18:04
1601385727593365505,"[""b'rt"", 'jvipondmd']",2022-12-10 01:18:04
1601385730273857536,"['xbb', 'xaf', 'vdfpvnbhub', 'xad', 'aaronotsuka', ""b'rt"", 'xbd', 'xbc', 'xef', 'nhttps', 'xba', 'xae']",2022-12-10 01:18:05
1601385729300520960,"['https', ""b'learn"", 'jab', 'atwsvconbm', 'truth']",2022-12-10 01:18:04
1601385729384275968,"['pathway', 'aviation', 'visiting', 'killoughstem', 'life', 'health', 'kms', 'air', 'drone', ""b'rt"", 'team', 'liestmanes', 'touched', 'studen', 'science', 'hcahoupearland']",2022-12-10 01:18:04
1601385732731719682,"['rabi', 'lwqk', 'statement', 'english', 'grave', 'video', ""b'rt"", 'nlet', 'dig', 'hates', 'titled', 'audio']",2022-12-10 01:18:05
1601385732010311680,"['past', 'nickmiller', 'xac', 'nif', 'right', 'years', 'think']",2022-12-10 01:18:05
1601385734015188995,"['https', 'rbx', 'kbrr', 'johnruddick']",2022-12-10 01:18:05
1601385734342340610,"['new', 'respiratory', 'thecountersgnl', 'covid', 'stops', 'aztq', 'denmark', ""b'rt"", 'testing', 'mzn', 'hospitalized', 'nhttps', 'infection']",2022-12-10 01:18:06
1601385731586371584,"['cases', 'flu', 'beerdadwonder', 'covid', 'truthtsar', 'getting', 'paid']",2022-12-10 01:18:05
1601385733742157825,"['gap', 'pawankalyan', 'hhvm', 'martial', ""b'rt"", 'https', 'pspk', 'idlebraindotcom', 'decades', 'arts', 'hariharaveeramallu']",2022-12-10 01:18:05
1601385731892862977,"['pawankalyan', 'likes']",2022-12-10 01:18:05
1601385731754455040,"['ministeriosalud', 'quieren', 'solo', 'viejitos', 'pinabertoglia', 'matar', 'terroristas', 'mentira']",2022-12-10 01:18:05
1601385735696703490,"['kita', 'erickthohir', 'covid', 'thohir', 'masyarakat', 'puas', 'dalam', 'erick', ""b'rt"", 'merasa', 'vaksinasi', 'bangkitbersamaet', 'thalomoan', 'atas', 'https', 'kinerja']",2022-12-10 01:18:06
1601385733180116992,"['https', 'andyostroy', 'elonmusk', 'dsmi', 'eltonofficial', 'gytmb']",2022-12-10 01:18:05
1601385732882731009,"['baden', 'spoedeisendehulp', 'diakonessen', 'gisteravond', 'het', 'met', 'ziek', ""b'rt"", 'lientje', 'spoedpost', 'avonddienst', 'thebaden', 'meegelopen', 'arts', 'david']",2022-12-10 01:18:05
1601385734191329280,"['growth', 'food', 'wondimagegn', 'tesfaye', 'positive', ""b'rt"", 'diversification', 'child', 'crop', 'policy', 'small', 'house', 'ethiopia', 'shows', 'impact']",2022-12-10 01:18:05
1601385738968633344,"['pfizer', 'que', 'tribuna', 'nacional', 'era', 'covid', 'gica', 'jornal', 'todos', 'criminosa', 'biol', ""b'rt"", 'arma', 'vacina', 'uma', 'nex', 'sabiam', 'daacervo', 'ria', 'funcion']",2022-12-10 01:18:07
1601385738548936704,"['xad', 'xac', 'dtm', 'xbd', 'xbc', 'xef', 'xab', 'xbe', 'xbf', 'nhttps', 'xba', 'python', 'daw', 'xae', 'dqnsbeenmf']",2022-12-10 01:18:07
1601385739383869440,"[""b'rt"", 'return', 'katspeaksnb', 'new', 'brunswick', 'breaking', 'suggesting', 'province', 'liberal']",2022-12-10 01:18:07
1601385737089605632,"['tories', 'happened', 'fail', 'just', 'basic', ""b'rt"", 'britain', 'checks', 'didn', 'meant', 'stop', 'huge', 'amounts', 'people', 'fraud']",2022-12-10 01:18:06
1601385742088871936,"['xect', 'xad', 'xbf', 'xba', 'https', 'arts', 'bhw', ""b'love""]",2022-12-10 01:18:07
1601385740495368192,"['https', 'mikito', 'jbont', 'bbktvybap']",2022-12-10 01:18:07
